OccurrenceID,GUID,Herbarium,Accession,Barcode,Basis of Record,Family,Scientific Name,Notho Genus,Genus,Specific Epithet,Specimen Notes,Phenology,Collector,Collector Number,Other Collectors,Day Collected,Month Collected,Year Collected,Verbatim Collection Date,Country,State or Province,County,Locality,Site Description,Verbatim Elevation,Minimum Elevation in Meters,Maximum Elevation in Meters,Decimal Latitude,Decimal Longitude,
3547317,SwfB81IhJjBUPF5rEhTa,ID,191026,ID196582,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 48,Quinn Buzzard,31,7,2019,,Canada,British Columbia,,"Old Growth Cedar Walking Trail, Goat Range Provincial Park. Access via Hwy 31 about 66km north of Kaslo, BC.",Old growth Thuja plicata - Tusga heterophylla forest. Moist understory with Oplopanax horridus and Lysichiton americanus.,2214 ft.,675,,50.431127,-117.153171,
3547325,1a2EtMb7fGTxDTZto3sn,ID,190836,ID196405,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 56,Quinn Buzzard,1,8,2019,,Canada,British Columbia,,"Old Growth Trail located along Kokanee Glacier Road. 11km north of Crescent Bay, BC and junction with Hwy 3A.",Old growth Thuja plicata - Tusga heterophylla forest. Oplopanax horridus predominates understory.,3870 ft.,1180,,49.686787,-117.149666,
3547330,eVYCO21M5a608YvFiKHT,ID,190352,ID195907,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 61,Quinn Buzzard,2,8,2019,,Canada,British Columbia,,"Lockhart Creek Trail, Lockhart Creek Provincial Park. Access via Lockhart Road. Junction with Hwy 3A about is 15km south of Gray Creek, BC along the east side of Kootenay Lake.",Mature Thuja plicata - Tusga heterophylla forest. ,2139 ft.,652,,49.50771,-116.768902,
3753267,80e6a3ae-6f95-4ad3-8c7a-e1ace15045f0,ID,193549,ID199187,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,Fruits red.,Fruits,Daniel Turck,TB BDR 120,,30,8,2019,,U.S.A.,Washington,Pend Oreille,"Colville National Forest. Trail 506, midway down trail, south of South Salmo River crossing.","Old Thuja plicata - Tsuga heterophylla forest. Understory of Asarum caudatum, Oplopanax horridus, bushy Taxus brevifolia, ",4600 ft.,1402,,48.976121,-117.072642,
3515938,lMhwiCuwK3CpNfxu084g,ID,191518,ID197074,PreservedSpecimen,Araliaceae,Oplopanax horridus,,Oplopanax,horridus,Additional tissue preserved in silica.,,Daniel Turck,2018-15,K. Palmer.,1,9,2018,,U.S.A.,Montana,Flathead,"Skiuma Creek Trail, Flathead National Forest. Plants located before trail turns southwest and runs parallel to Skiuma Creek.",Cedar-hemlock forest. Plants dominate steep slope on either side of trail. ,3770 ft.,1149,,48.435386,-113.816635,
3504358,d398Plda74gDlqM3UNjf,ID,189801,ID195357,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Leaves dark green prior to drying. Additional tissue preserved in silica.,,Daniel Turck,21BC-119,,13,9,2021,,Canada,British Columbia,,"Haida Gwaii, Graham Island, Yaaguun Gandlaay Conservancy. Kiid Kiiyas K'yuu / Golden Spruce Trail. Plants along river.","Old growth Thuja plicata, Tsuga heterophylla, Picea sitchensis forest. Relatively open mossy and grassy understory.",26 ft.,8,,53.638854,-132.208642,
3504841,oUwD937tye3iNV7abMs7,ID,189794,ID195350,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-103,,10,9,2021,,Canada,British Columbia,,Gunsight Trail. 22km south of Terrace.,"Mature Thuja plicata, Tsuga heterophylla, Picea sitchensis forest.",541 ft.,165,,54.372967,-128.517164,
3504851,2jpXq2KVHhFEqhdjIZyc,ID,189806,ID195362,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Insect damage present in the field. Additional tissue preserved in silica.,,Daniel Turck,21BC-115,,13,9,2021,,Canada,British Columbia,,"Haida Gwaii, Graham Island, Tlall / Tlell Conservancy, Old Growth Alley Trail. Plants collected next to a tributary of the Tlall Gandlaay / Tlell River.","Old growth Thuja plicata, Tsuga heterophylla, and Picea sitchensis forest. Vaccinium spp., Blechnum spicant, Lysichiton americanus, and Gaultheria shallon understory.",79 ft.,24,,53.521187,-132.001404,
3504866,WxFnWfg807YomFpRg7eN,ID,189785,ID195341,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-132,,14,9,2021,,Canada,British Columbia,,Haida Gwaii. Graham Island. Yaaguun Suu Conservancy. Yaguun Suu / Yakoun Lake Trail.,"Old growth cedar-hemlock, Sika spruce forest. Skunk cabbage, liverworts, yew, deer fern, salal, and red huckleberry in understory.",386 ft.,118,,53.35541,-132.284029,
3504870,zy4kGAuYe57rfaKzf60p,ID,189780,ID195336,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-137,,15,9,2021,,Canada,British Columbia,,Haida Gwaii. Graham Island. Tlall / Tlell Coservancy. Anvil Trail.,Old growth Sitka spruce with primarily sword fern understory. Red huckleberry and salal also present.,23 ft.,7,,53.550195,-131.950574,
3504890,caadjJLOdQ931qVjbONh,ID,189766,ID195322,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Insect damage present in field. Additional tissue preserved in silica.,,Daniel Turck,21BC-07,,14,8,2021,,Canada,British Columbia,,North Shore Road about 2.8 air km west of Cowichan Lake. Plants on south side of road.,Second growth Sitka spruce forest with sword fern understory.,618 ft.,188,,48.913641,-124.495867,
3504899,H2XxxtiAylG4J6Bugspn,ID,189809,ID195365,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-22,,17,8,2021,,Canada,British Columbia,,Triple Peak Trail. Access via Marion Main Rd off of Hwy 4. From Trailhead hike to bottom of the creek then up about 100m.,Muddy seep along trail. Overstory made up of Old Doug-fir western hemlock and yellow-cedar.,1800 ft.,549,,49.173981,-125.301151,
3504908,UgnSuoczCbDqo7BETFvK,ID,190004,ID195560,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-30,,18,8,2021,,Canada,British Columbia,,"Stamp River Provincial Park, Long Trail up the River. About halfway point on trail.","Old growth Doug-fir forest. Old western hemlock and redcedar also present in overstory. Sword fern, salal, and red huckleberry prevalent in understory. Voucher collected in riparian zone along small creek adjacent to river.",205 ft.,63,,49.349917,-124.953037,
3504919,MgU0NY8Pbma1cf9L7YAn,ID,189919,ID195475,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Insect damage present in field. Additional tissue preserved in silica.,,Daniel Turck,21BC-41,,21,8,2021,,Canada,British Columbia,,Along Head Bay Road in between Moutcha Bay and Tahsis.,Second growth cedar-hemlock forest. Relatively open understory.,746 ft.,227,,49.886251,-126.583993,
3504923,SUCcvOKE0RTztUwxHPC7,ID,189895,ID195452,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-45,,21,8,2021,,Canada,British Columbia,,"Bear Bight Rd, North of McCrieght Lake.","Collection site is south of the road in a mix of second growth and primary forest. Salal, deer fern, devils club, and skunk cabbage in understory.",225 ft.,69,,50.334824,-125.645021,
3504930,8QJl3RytizVlfaNdDYiF,ID,189877,ID195433,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-53,,24,8,2021,,Canada,British Columbia,,"Cape Scott Provincial Park, Cape Scott Trail. Within 1km of trailhead.","Old growth Cedar-Hemlock-Sitka spruce forest. Gaultheria shallon, Polystichum munitum, Blechnum spicant, and Vaccinium spp. present in understory.",52 ft.,16,,50.6706,-128.184555,
3504942,4okgv3EPCRQSbsfWrqzO,ID,189986,ID195542,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-87,,25,8,2021,,Canada,British Columbia,,"Garibaldi Provincial Park, Chekamus Lake Trail.","Old growth Doug-fir, western redcedar, and western hemlock forest. Asarum caudatum, Lysichiton americanus, Maianthemum spp., Cornus canadensis, and Vaccinium spp. understory.",2831 ft.,863,,50.034835,-122.969843,
3504946,pCb0SglrtCUzb5EsQ7S8,ID,189987,ID195543,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-92,,26,8,2021,,Canada,British Columbia,,Cypress Provincial Park. Lat Long approximate. Hike along Baden Powell Trail at trailhead east of the Cypress Mountain Resort. Specimens collected about 75m east of major creek crossing.,"Old growth yellow-cedar, amabalis fir, and mountain hemlock forest.  ",3097 ft.,944,,49.395313,-123.193437,
3505510,8mmO8z0ssaf4XvIpFk3j,ID,189795,ID195351,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-102,,10,9,2021,,Canada,British Columbia,,Private property 7km north of Terrace.,Second growth cedar-hemlock forest. Relatively open understory.,460 ft.,140,,54.576651,-128.648054,
3505511,ihXahyxAVct5S40TaJ3n,ID,189775,ID195331,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-142,,17,9,2021,,Canada,British Columbia,,Haida Gwaii. Moresby Island. Gawu Kuns Siiwaay / Mosquito Lake Recreation Area. Collected next to small bay 100m due west of picnic bench / boat launch.,Moist old growth cedar-hemlock-Sitka spruce forest. Mossy understory with skunk cabbage in boggy areas.,195 ft.,59,,53.071687,-132.07296,
3505512,3ceHBUrV8HeRxIhfqbH2,ID,189882,ID195438,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-146,,19,9,2021,,Canada,British Columbia,,Butze Rapids Trail 1.6km east of Prince Rupert.,"Old growth Thuja plicata, Tsuga heterophylla, and Picea sitchensis forest. Plants growing along small creek right next to trail bridge.",136 ft.,41,,54.298951,-130.265378,
3505515,0qrAUu13O6IwBMDWslml,ID,189762,ID195318,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,21BC-13,,15,8,2021,,Canada,British Columbia,,Carmanah Walbran Provincial Park. Upper Valley Trail. 10-15m up river from Paradise Pool in mucky area.,Old growth Sitka spruce forest. Maianthemum spp. Blechnum spicant and Vaccinium spp. dominant understory.,524 ft.,160,,48.689129,-124.661789,
3563242,c3c70f05-7ac2-46dd-9ebf-bab3ee504196,ID,190701,ID196268,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,Fruits,Daniel Turck,2021-17,L. Grossfurthner and J. Fox,11,7,2021,,U.S.A.,Idaho,Clearwater,"Clearwater National Forest, Palouse Ranger District. Riparian area along south side of Elk Creek, just below the north side of FS Road 382. Location on road is about 3.1 miles north of National Forest boundary.",Water table at site was above ground level at time of collection and dominated by Lysichiton americanus.,2899,2899,,46.829247,-116.183756,
3669255,a3608d8a-9ad4-45e2-9ac2-fa985453cd5e,ID,193021,ID198631,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,All plants in population have gone to seed. Additional tissue preserved in silica.,,Daniel Turck,2022-311,J. Fox,25,9,2021,,U.S.A.,Idaho,Latah,"Clearwater National Forest, Palouse Ranger District. Trail 224B, Giant White Pine Area. East Fork Meadow Creek. About 1/4 mile south of Trail 224 and Trail 224A junction.","Old growth Thuja plicata forest. Water inundated area, Heracleum lanatum, Salix sp, and Cornus sp., Linnea borealis, Coptis occidentalis, and Trillium ovatum present in understory.",2830 ft.,863,,47.018757,-116.661913,
3570755,95e32bc9-6066-4ae3-b85e-833aa8fd1403,ID,191766,ID197321,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,,Fruits,Daniel Turck,VID 35,L. Grossfurthner,2,8,2020,,U.S.A.,Oregon,Jackson,"Upper Rogue River, Old Diamond Road, about 1 mile east of junction with Hwy 230.",Riparian riverside.,4066 ft.,1240,,43.066955,-122.322484,
3498536,d854409d-ff2b-4f2e-9e2f-aaea830da5de,ID,189331,ID194884,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,,,Daniel Turck,2019 29,,1,6,2019,,U.S.A.,Idaho,Latah,"Moscow Mountain, Headwaters trail / road. Small riparian area about 15 minutes hike from the trailhead. ","Site surrounded by mixed conifer uplands, with Alnus spp. overstory directly above population. ",3104 ft.,946,,46.81654,-116.970509,
3516397,OQ31F9fhfzMDaqNDRLXk,ID,190373,ID195929,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB CA 2019-35,Quinn Buzzard,7,6,2019,,U.S.A.,California,Humboldt,"Bayside California, Trillium Road. Private property.",Mature second growth redwood forest. Predominantly Blechnum spicant understory.,30 ft.,9,,40.833502,-124.067666,
3546210,7qtzGkfZZhrKBculvubB,ID,190272,ID195828,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB MT 18,Quinn Buzzard,22,5,2019,,U.S.A.,Montana,Lake,"Jim Creek, Flathead National Forest. Access via NF-9798 Road, off of the west side of Peck Lake Road.","Old growth western redcedar forest, coastal disjunct plants present in understory.",3636 ft.,1109,,47.612494,-113.81939,
3546225,SDRHcs3HvBsc66Sw3Pyu,ID,190675,ID196244,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB MT 36,Quinn Buzzard,31,5,2019,,U.S.A.,Montana,Missoula,"Butler Creek, Ninemile Ranger District, Lolo National Forest. Butler Creek Road, ~2 miles from junction with Ninemile Road.",Englemann spruce dominated riparian area.,3496 ft.,1066,,47.122657,-114.454581,
3546238,HjBDPfl3Vrs3XZyNtAWn,ID,190276,ID195832,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB OR 13,Quinn Buzzard,26,6,2019,,U.S.A.,Oregon,Clatsop,"Tillamook Head Trail, southwest of Seaside, Oregon.",Old growth Sitka spruce forest.,644 ft.,196,,45.967947,-123.956834,
3546248,yCkMQQ28i4IbwwppqVgv,ID,190240,ID195796,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB OR 22,Quinn Buzzard,27,6,2019,,U.S.A.,Oregon,Lane,"Cummins Creek Trailhead, Siuslaw National Forest.",Old growth Sitka spruce forest.,84 ft.,26,,44.266813,-124.105662,
3546282,WFacK4knMVK77MnJjeeO,ID,190309,ID195923,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB OR 53,Quinn Buzzard,30,6,2019,,U.S.A.,Oregon,Douglas,"Toketee Falls Trailhead, Umpqua National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",2364 ft.,721,,43.263689,-122.426795,
3546289,AhJcIny5aqwAmm8gQPbP,ID,1904399,ID195995,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB OR 6,Quinn Buzzard,26,6,2019,,U.S.A.,Oregon,Clackamas,"Green Canyon Campground, Mount Hood National Forest.",Old growth Douglas-fir western redcedar and western hemlock forest.,1546 ft.,471,,45.284163,-121.943645,
3546295,NXIlAndm4tk9YoHcwvq7,ID,190273,ID195829,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB OR 65,Quinn Buzzard,1,7,2019,,U.S.A.,Oregon,Lane,"Willamete National Forest. Roadside Ditch along National Forest Rd 19. 14.5 miles north of Oakridge, Oregon.","Roadside Ditch. Douglas-fir, western redcedar, and hemlock forest.",1519 ft.,463,,43.867412,-122.401869,
3546297,XqGrPdDYqtCx10V5CRSo,ID,190549,ID196102,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB OR 67,Quinn Buzzard,1,7,2019,,U.S.A.,Oregon,Lane,"French Pete Campground, Willamete National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",1771 ft.,540,,44.042539,-122.210459,
3546306,NEInQzmBKQ7CHptxd2hx,ID,190555,ID196109,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB OR 75,Quinn Buzzard,2,7,2019,,U.S.A.,Oregon,Linn,"House Rock Campground, Willamette National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",1652 ft.,504,,44.3914,-122.244916,
3546319,EsoZZqq9a6XoNFPs23HU,ID,190350,ID195904,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB WA 5,Quinn Buzzard,10,7,2019,,U.S.A.,Washington,Skamania,"Along roadside near Cedar Flats Nature Trial, Gifford Pinchot National Forest. 4.7 miles north of Northwoods, Washington.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",1360 ft.,415,,46.109483,-122.019458,
3546324,c9sAPgMP5pu8bGACAQLM,ID,190296,ID195852,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB WA 11,Quinn Buzzard,10,7,2019,,U.S.A.,Washington,Pierce,"The Dalles Campground, Snoqualmie National Forest. Close to Giant Douglas-fir Trail.","Old growth Douglas-fir, western redcedar, and western hemlock forest.",2128 ft.,649,,47.074544,-121.579912,
3546328,0wph6Nsv6bLkp72HC8qI,ID,190536,ID196092,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB WA 15,Quinn Buzzard,11,7,2019,,U.S.A.,Washington,Grays Harbor,"Cambell Tree Grove Campground, Olympic National Forest.","Old growth Douglas-fir, western redcedar, and western hemlock forest. Salmonberry, devils club, and Vaccinium spp. understory.",1065 ft.,325,,47.482122,-123.684348,
3546346,t8H89qR9CY0Hc9RDi65A,ID,190351,ID195906,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB WA 33,Quinn Buzzard,12,7,2019,,U.S.A.,Washington,Snohomish,Ice caves trail along boardwalk about 1/4 mile from trailhead. Mt Baker National Forest.,Old growth Douglas-fir western redcedar and western hemlock forest. Salmonberry  vaccinium understory.,1726 ft.,526,,48.064965,-121.515253,
3546407,FK0LqnDMmWUgLel7GIG9,ID,194003,ID199664,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,,,Daniel Turck,TB BDR 126,,29,9,2019,,U.S.A,ID,Bonner,"Lamb Creek Road, 2 miles east of Idaho-Washington State Line. Priest Lake Area. ",Small very wet seep along roadway in dense forest.,2597,2597,,48.534122,-116.9767,
3547274,keZl6wIX7RL2pI9TNaZC,ID,190418,ID195974,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 03,Quinn Buzzard,25,7,2019,,Canada,British Columbia,,"Aleza Lake area, south of Upper Fraser Road. About 45 air kilometers northeast of Prince George, BC.","Moist Picea glauca, Picea mariana, and Populus tremuloides forest. Vaccinium spp. in understory.",2149 ft.,655,,54.08964,-122.090325,
3547277,boUKLR84ntN4dYlekh2s,ID,190274,ID195830,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 06,Quinn Buzzard,25,7,2019,,Canada,British Columbia,,"Hungary Creek Forest Service Road, 1.6km south of junction with Yellowhead Hwy. About 92km east of Prince George, BC.",Mature Thuja plicata - Tusga heterophylla forest. Understory relatively open.,2549 ft.,777,,53.84951,-121.510443,
3547296,WcfkMtv4c0ZdvhDf5fG4,ID,190237,ID195793,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 27,Quinn Buzzard,30,7,2019,,Canada,British Columbia,,"Downie Creek Road, 2.57km up creek from junction with Hwy 23. Junction is 64.1km north of Revelstoke, BC. Plants located downhill (creekside) of road.",Old growth Thuja plicata - Tusga heterophylla forest. Moist understory with Oplopanax horridus and Lysichiton americanus.,2110 ft.,643,,51.505444,-118.357469,
3547305,D7anmNzKizHEtBtkiBSq,ID,190998,ID196554,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 36,Quinn Buzzard,30,7,2019,,Canada,British Columbia,,"Halfway River FS Road, follows north side of Halfway River. Plants collected about 0.77km up river from Hwy 23. Junction with Hwy 23 is 21.45km south of Galena Ferry Terminal.",Young Thuja plicata - Tsuga heterophylla forest.,1562 ft.,476,,50.45184,-117.890837,
3547316,f5q7NYAkfq1cp0LspmpK,ID,190995,ID196551,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 47,Quinn Buzzard,31,7,2019,,Canada,British Columbia,,"Old Growth Cedar Walking Trail, Goat Range Provincial Park. Access via Hwy 31 about 66km north of Kaslo, BC.",Old growth Thuja plicata - Tusga heterophylla forest. Moist understory with Oplopanax horridus and Lysichiton americanus.,2179 ft.,664,,50.430154,-117.149528,
3547323,om1Gusq1Eejj6oJXdMMQ,ID,190342,ID195897,PreservedSpecimen,Araceae,Lysichiton americanus,,Lysichiton,americanus,Additional tissue preserved in silica.,,Daniel Turck,TB BC 54,Quinn Buzzard,1,8,2019,,Canada,British Columbia,,"Argenta Road, between Argenta, BC and Johnsons Landing along the east side of Kootenay Lake. ",Thuja plicata Tsuga heterophylla and Populus trichocarpa forest.,1950 ft.,595,,50.10588,-116.900386,
3563243,89ef0820-5e9b-4f48-b532-8a094bdfc279,ID,190650,ID196205,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,2022-1,,13,2,2022,,U.S.A.,Idaho,Idaho,"Nez Perce National Forest, Salmon Ranger District. FS Road 354, approximately 1.1 miles east of junction with FS Road 354G. Uphill side of road.",Mature Abies grandis forest. Understory dominated by Asarum caudatum and Polystichum munitum. Sparse snow cover at time of collection.,4213,4213,,45.630331,-116.053697,
3570778,92623373-c575-44ca-a07a-57771779c71a,ID,191771,ID197326,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,,,Daniel Turck,TK-59,E. Kroeger,10,8,2022,,U.S.A.,Idaho,Idaho,"East Fork of Moose Creek drainage, Selway Bitterroot Wilderness, Nez-Perce National Forest. Trail 421, about 0.3 trail miles south of where trail crosses Cedar Creek. 100m north of large burn scar as of 2022.","Old growth Thuja plicata forest with Asarum caudatum, Athyrium filix-femina, Adenocaulon bicolor, Maianthemum racemosum, and Clintonia uniflora predominating understory.",3264,3264,,46.24596,-114.713506,
3504843,g1b3uIDer3n2345iIdMu,ID,189792,ID195348,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,21BC-105,,10,9,2021,,Canada,British Columbia,,Gunsight Trail. 22km south of Terrace.,"Mature Thuja plicata, Tsuga heterophylla, Picea sitchensis forest.",541 ft.,165,,54.372967,-128.517164,
3504903,qWZLGrzvs6iJZWSahYDf,ID,189981,ID195537,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Insect damage present in the field. Additional tissue preserved in silica.,,Daniel Turck,21BC-26,,18,8,2021,,Canada,British Columbia,,West end of Sproat Lake. Access via South Taylor Main Road. Use pullout on North side of road close to coordinates.,Second growth Sitka spruce forest.,138 ft.,42,,49.284157,-125.226046,
3504912,UHMIpbEOdVMlDLvXzFVj,ID,189915,ID195471,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,21BC-33,,19,8,2021,,Canada,British Columbia,,"Strathcona Provincial Park, Tennent Lake Trail. About midway up trail.","Douglas-fir, western hemlock, and yellow-cedar forest. Rubus spectabilis and Rubus leucodermis understory.",2659 ft.,811,,49.557015,-125.622988,
3504937,X3NVG8x53PiOn6Dda4tF,ID,189997,ID195553,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,21BC-82,,25,8,2021,,Canada,British Columbia,,"Garibaldi Provincial Park, Garibaldi Lake Trail. Between Trailhead and 6km Junction.",Old growth Douglas-fir forest. Western hemlock and western white pine in overstory as well. Large yew in understory. Devils club and wild ginger present in wetter spots.,3495 ft.,1066,,49.949848,-123.096633,
3504943,fDeagK7VBugSVRqq23OP,ID,189993,ID195549,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,21BC-88,,25,8,2021,,Canada,British Columbia,,"Garibaldi Provincial Park, Chekamus Lake Trail.","Old growth Doug-fir, western redcedar, and western hemlock forest. Asarum caudatum, Lysichiton americanus, Maianthemum spp., Cornus canadensis, and Vaccinium spp. understory.",2831 ft.,863,,50.034835,-122.969843,
3504953,tvC9fJYDENJecNhKFWGL,ID,189984,ID195540,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,21BC-99,,27,8,2021,,U.S.A,Washington,Whatcom,"Mt Baker National Forest, Ruth Creek Road (NF-32). Uphill side of road. Lat Long approximate. Site is within 4 miles of Shuksan Picnic Area turn off.","Second growth Douglas-fir, western redcedar, and western hemlock forest.",2235 ft.,681,,48.900335,-121.662873,
3516392,Hnr5FXALiS0fOh3Qbf6M,ID,192616,ID198214,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB CA 2019-30,Quinn Buzzard,6,6,2019,,U.S.A.,California,Humboldt,"Van Duzen River, Van Duzen-Pamplin Grove. User Trail off of Hwy 36.","Old growth Seqouia sempervirens. Asarum caudatum, Urtica spp., Polysticum munitum understory.",266 ft.,81,,40.495353,-123.971471,
3546243,fg1tcElhj8RA3bnyx25Y,ID,190422,ID195978,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 18,Quinn Buzzard,26,6,2019,,U.S.A.,Oregon,Tillamook,Munson Creek Falls trailhead / parking lot.,"Old growth Douglas-fir, western redcedar, and western hemlock forest. Salmonberry understory.",340 ft.,104,,45.365651,-123.773553,
3546260,1YVEoIQqVp5ZOD3mAHhb,ID,190315,ID195870,PreservedSpecimen,Aristolochiaceae,Asarum caudatum,,Asarum,caudatum,Additional tissue preserved in silica.,,Daniel Turck,TB OR 33,Quinn Buzzard,28,6,2019,,U.S.A.,Oregon,Curry,"Oregon Redwoods Trail, Rogue River - Siskiyou National Forest. Access via Winchuck and Peavine Ridge Road. Turnoff off of Hwy 101, 0.9 miles from OR-CA Border.",Old growth redwood forest.,798 ft.,243,,42.012701,-124.154516,
